season,bowler,phase,runs_conceded,balls_bowled,wickets,dot_balls,boundaries,fours,sixes,economy_rate,balls_per_wicket,bowling_avg,dot_ball_pct,boundary_pct,six_pct,performance_index
2017,Imran Tahir,Death,34,25,2,8,3,0,3,8.16,12.5,17.0,0.32,0.12,0.12,-0.24771230604493782
2017,Imran Tahir,Middle,269,207,11,71,28,12,16,7.8,18.82,24.45,0.34,0.14,0.08,0.03524971398224599
2017,Imran Tahir,Powerplay,67,54,5,19,9,8,1,7.44,10.8,13.4,0.35,0.17,0.02,0.3592166548772563
2017,Iqbal Abdulla,Middle,36,22,2,8,4,1,3,9.82,11.0,18.0,0.36,0.18,0.14,-0.696788415206188
2017,Iqbal Abdulla,Powerplay,19,12,0,2,2,2,0,9.5,,,0.17,0.17,0.0,-0.5100693373001318
2017,J Yadav,Middle,13,12,0,5,1,0,1,6.5,,,0.42,0.08,0.08,0.7346854114984085
2017,J Yadav,Powerplay,30,25,0,9,3,2,1,7.2,,,0.36,0.12,0.04,0.49179660314045526
2017,JD Unadkat,Death,155,108,16,47,19,8,11,8.61,6.75,9.69,0.44,0.18,0.1,0.0064818844372006735
2017,JD Unadkat,Middle,36,38,2,18,4,4,0,5.68,19.0,18.0,0.47,0.11,0.0,1.3857996140364692
2017,JD Unadkat,Powerplay,139,133,6,65,17,11,6,6.27,22.17,23.17,0.49,0.13,0.05,1.0164427652623536
2017,JP Faulkner,Death,72,45,2,14,8,4,4,9.6,22.5,36.0,0.31,0.18,0.09,-0.5615604949674543
2017,JP Faulkner,Middle,105,60,2,15,13,9,4,10.5,30.0,52.5,0.25,0.22,0.07,-0.9475325854208192
2017,JP Faulkner,Powerplay,57,30,0,6,9,8,1,11.4,,,0.2,0.3,0.03,-1.3222123177088612
2017,KC Cariappa,Middle,72,57,3,16,7,6,1,7.58,19.0,24.0,0.28,0.12,0.02,0.25661900689425543
2017,KC Cariappa,Powerplay,44,31,1,9,5,4,1,8.52,31.0,44.0,0.29,0.16,0.03,-0.05479803004445187
2017,Karn Sharma,Middle,122,108,7,47,12,5,7,6.78,15.43,17.43,0.44,0.11,0.06,0.7669927769206327
2017,Karn Sharma,Powerplay,95,81,6,36,11,7,4,7.04,13.5,15.83,0.44,0.14,0.05,0.6779470083810635
2017,Krunal Pandya,Middle,231,179,4,48,22,16,6,7.74,44.75,57.75,0.27,0.12,0.03,0.13990578089683395
2017,Krunal Pandya,Powerplay,29,36,2,15,2,2,0,4.83,18.0,14.5,0.42,0.06,0.0,1.520472465024763
2017,Kuldeep Yadav,Death,55,37,6,12,5,1,4,8.92,6.17,9.17,0.32,0.14,0.11,-0.38793577026754955
2017,Kuldeep Yadav,Middle,241,174,6,52,24,11,13,8.31,29.0,40.17,0.3,0.14,0.07,-0.1363813201213105
2017,Kuldeep Yadav,Powerplay,49,39,0,16,6,5,1,7.54,,,0.41,0.15,0.03,0.5644336041226684
2017,MC Henriques,Middle,201,118,1,22,26,20,6,10.22,118.0,201.0,0.19,0.22,0.05,-1.0011707385505693
2017,MC Henriques,Powerplay,43,29,0,8,6,4,2,8.9,,,0.28,0.21,0.07,-0.5389421103719794
2017,MG Johnson,Death,29,19,5,10,4,3,1,9.16,3.8,5.8,0.53,0.21,0.05,0.4024221000860108
2017,MG Johnson,Middle,44,43,1,19,5,5,0,6.14,43.0,44.0,0.44,0.12,0.0,1.1697346046680046
2017,MG Johnson,Powerplay,74,63,1,34,10,8,2,7.05,63.0,74.0,0.54,0.16,0.03,1.069425134075253
2017,MJ Henry,Powerplay,36,18,0,6,7,6,1,12.0,,,0.33,0.39,0.06,-1.4313688652675112
2017,MJ McClenaghan,Death,119,80,6,34,15,8,7,8.92,13.33,19.83,0.42,0.19,0.09,-0.09455871880823277
2017,MJ McClenaghan,Middle,143,90,3,29,19,14,5,9.53,30.0,47.67,0.32,0.21,0.06,-0.45052965734117195
2017,MJ McClenaghan,Powerplay,200,150,10,69,32,28,4,8.0,15.0,20.0,0.46,0.21,0.03,0.4623614301991354
2017,MM Patel,Middle,46,30,1,8,6,5,1,9.2,30.0,46.0,0.27,0.2,0.03,-0.37276830505536274
2017,MM Patel,Powerplay,12,12,0,3,1,1,0,6.0,,,0.25,0.08,0.0,0.6606966266909293
2017,MN Samuels,Middle,34,18,0,5,4,1,3,11.33,,,0.28,0.22,0.17,-1.529123060923123
2017,Maxwell,Middle,103,103,6,38,7,4,3,6.0,17.17,17.17,0.37,0.07,0.03,0.9504635862564621
2017,Mohammad Nabi,Middle,24,30,1,15,2,2,0,4.8,30.0,24.0,0.5,0.07,0.0,1.7725849522385448
2017,Mohammad Nabi,Powerplay,35,36,1,20,4,2,2,5.83,36.0,35.0,0.56,0.11,0.06,1.347894653428165
2017,Mohammed Shami,Death,25,19,2,6,2,2,0,7.89,9.5,12.5,0.32,0.11,0.0,0.48699043624575306
2017,Mohammed Shami,Middle,106,70,2,24,14,10,4,9.09,35.0,53.0,0.34,0.2,0.06,-0.2728809534248654
2017,Mohammed Shami,Powerplay,117,76,1,36,18,14,4,9.24,76.0,117.0,0.47,0.24,0.05,0.07888965276135786
2017,Mohammed Siraj,Death,50,24,2,4,7,4,3,12.5,12.0,25.0,0.17,0.29,0.12,-2.0717161836997167
2017,Mohammed Siraj,Middle,49,50,5,23,4,3,1,5.88,10.0,9.8,0.46,0.08,0.02,1.3074675603469403
2017,Mohammed Siraj,Powerplay,115,67,3,26,20,15,5,10.3,22.33,38.33,0.39,0.3,0.07,-0.6893212523770885
2017,Mohit Sharma,Death,149,93,5,26,18,9,9,9.61,18.6,29.8,0.28,0.19,0.1,-0.7562820522922155
2017,Mohit Sharma,Middle,108,82,5,25,13,10,3,7.9,16.4,21.6,0.3,0.16,0.04,0.030294025567248358
2017,Mohit Sharma,Powerplay,155,102,3,41,25,19,6,9.12,34.0,51.67,0.4,0.25,0.06,-0.23403190900985985
2017,NB Singh,Powerplay,18,25,1,17,2,2,0,4.32,25.0,18.0,0.68,0.08,0.0,2.4510809908336366
2017,NM Coulter-Nile,Death,50,33,2,8,6,5,1,9.09,16.5,25.0,0.24,0.18,0.03,-0.3927806874743778
2017,NM Coulter-Nile,Middle,34,37,5,19,3,2,1,5.51,7.4,6.8,0.51,0.08,0.03,1.4904937819124264
2017,NM Coulter-Nile,Powerplay,126,84,5,43,23,20,3,9.0,16.8,25.2,0.51,0.27,0.04,0.21443954075476912
2017,Narine,Death,32,31,1,11,3,3,0,6.19,31.0,32.0,0.35,0.1,0.0,0.9124691100384852
2017,Narine,Middle,198,175,6,56,22,20,2,6.79,29.17,33.0,0.32,0.13,0.01,0.5515805840519167
2017,Narine,Powerplay,162,132,3,61,20,17,3,7.36,44.0,54.0,0.46,0.15,0.02,0.8246791326823855
2017,P Kumar,Death,39,22,1,8,5,4,1,10.64,22.0,39.0,0.36,0.23,0.05,-0.5097071543538899
2017,P Kumar,Powerplay,109,80,5,43,17,15,2,8.17,16.0,21.8,0.54,0.21,0.02,0.7686142602653661
2017,P Negi,Death,17,25,7,14,1,0,1,4.08,3.57,2.43,0.56,0.04,0.04,1.9855881023088562
2017,P Negi,Middle,155,144,8,66,14,6,8,6.46,18.0,19.38,0.46,0.1,0.06,0.9243756423442685
2017,P Negi,Powerplay,30,31,1,12,2,1,1,5.81,31.0,30.0,0.39,0.06,0.03,1.0858917933130376
2017,PJ Sangwan,Death,39,18,0,2,5,3,2,13.0,,,0.11,0.28,0.11,-2.2784724312992215
2017,PJ Sangwan,Middle,34,18,0,8,7,6,1,11.33,,,0.44,0.39,0.06,-0.9327926109462581
2017,PJ Sangwan,Powerplay,110,74,5,38,20,16,4,8.92,14.8,22.0,0.51,0.27,0.05,0.17329665744606942
2017,PP Chawla,Middle,115,66,1,11,14,9,5,10.45,66.0,115.0,0.17,0.21,0.08,-1.2407879559433004
2017,PP Chawla,Powerplay,26,32,4,20,3,2,1,4.88,8.0,6.5,0.62,0.09,0.03,1.9490514586997016
2017,R Bhatia,Middle,55,43,2,10,4,1,3,7.67,21.5,27.5,0.23,0.09,0.07,-0.10725101790194992
2017,R Vinay Kumar,Middle,21,14,1,5,3,3,0,9.0,14.0,21.0,0.36,0.21,0.0,0.1070531126378563
2017,RA Jadeja,Death,31,12,0,1,5,3,2,15.5,,,0.08,0.42,0.17,-3.5994002233394444
2017,RA Jadeja,Middle,249,163,5,51,32,19,13,9.17,32.6,49.8,0.31,0.2,0.08,-0.5008143941377448
2017,RA Jadeja,Powerplay,61,48,0,8,5,5,0,7.62,,,0.17,0.1,0.0,0.04027188533999313
2017,Rabada,Death,74,42,1,16,12,10,2,10.57,42.0,74.0,0.38,0.29,0.05,-0.6273878720449303
2017,Rabada,Middle,15,19,2,10,1,1,0,4.74,9.5,7.5,0.53,0.05,0.0,1.9543604646678592
2017,Rabada,Powerplay,109,76,3,34,12,9,3,8.61,25.33,36.33,0.45,0.16,0.04,0.4359678000363017
2017,Rahul Chahar,Middle,47,34,2,13,5,2,3,8.29,17.0,23.5,0.38,0.15,0.09,0.00473546261045627
2017,Rahul Tewatia,Middle,45,49,3,21,3,1,2,5.51,16.33,15.0,0.43,0.06,0.04,1.2220576100544196
2017,Rashid Khan,Death,9,12,0,6,0,0,0,4.5,,,0.5,0.0,0.0,2.056092634725167
2017,Rashid Khan,Middle,268,229,12,85,28,18,10,7.02,19.08,22.33,0.37,0.12,0.04,0.5572340265828412
2017,Rashid Khan,Powerplay,80,73,5,35,9,6,3,6.58,14.6,16.0,0.48,0.12,0.04,1.0169674237931416
2017,S Aravind,Death,75,46,3,14,9,4,5,9.78,15.33,25.0,0.3,0.2,0.11,-0.8028313990903085
2017,S Aravind,Middle,60,49,1,15,6,4,2,7.35,49.0,60.0,0.31,0.12,0.04,0.2912709765077192
2017,S Aravind,Powerplay,143,95,1,39,22,17,5,9.03,95.0,143.0,0.41,0.23,0.05,-0.06261382606032306
2017,S Badree,Middle,77,66,2,24,9,7,2,7.0,33.0,38.5,0.36,0.14,0.03,0.5136998468592119
2017,S Badree,Powerplay,114,85,7,41,17,11,6,8.05,12.14,16.29,0.48,0.2,0.07,0.3386441910551146
2017,S Kaul,Death,94,66,8,21,11,8,3,8.55,8.25,11.75,0.32,0.17,0.05,-0.09731867520152893
2017,S Kaul,Middle,87,75,4,26,8,5,3,6.96,18.75,21.75,0.35,0.11,0.04,0.5305529124588384
2017,S Kaul,Powerplay,108,74,4,28,13,7,6,8.76,18.5,27.0,0.38,0.18,0.08,-0.11977552329128763
2017,S Kaushik,Middle,63,43,0,12,7,3,4,8.79,,,0.28,0.16,0.09,-0.46335548617922084
2017,S Kaushik,Powerplay,46,25,0,11,8,7,1,11.04,,,0.44,0.32,0.04,-0.5416668637263976
2017,S Nadeem,Middle,64,60,3,26,7,3,4,6.4,20.0,21.33,0.43,0.12,0.07,0.7082125261038111
2017,S Nadeem,Powerplay,55,50,3,24,8,7,1,6.6,16.67,18.33,0.48,0.16,0.02,0.9898434765063063
2017,SB Jakati,Middle,40,26,0,4,2,2,0,9.23,,,0.15,0.08,0.0,-0.23517884977059406
2017,SK Raina,Middle,23,12,0,2,3,2,1,11.5,,,0.17,0.25,0.08,-1.5511672348998553
2017,SK Raina,Powerplay,51,36,1,12,6,2,4,8.5,36.0,51.0,0.33,0.17,0.11,-0.38175656394908336
2017,SL Malinga,Death,106,69,4,18,9,3,6,9.22,17.25,26.5,0.26,0.13,0.09,-0.5062621780754554
2017,SL Malinga,Middle,119,83,2,28,14,11,3,8.6,41.5,59.5,0.34,0.17,0.04,0.018967999137096875
2017,SL Malinga,Powerplay,130,107,3,52,17,11,6,7.29,35.67,43.33,0.49,0.16,0.06,0.689739801661574
2017,SR Watson,Death,87,50,3,17,13,9,4,10.44,16.67,29.0,0.34,0.26,0.08,-0.8097583092935653
2017,SR Watson,Middle,101,79,1,22,11,8,3,7.67,79.0,101.0,0.28,0.14,0.04,0.06558614734428357
2017,SR Watson,Powerplay,58,36,1,13,11,11,0,9.67,36.0,58.0,0.36,0.31,0.0,-0.33873079931043104
2017,SS Agarwal,Middle,31,18,1,6,4,1,3,10.33,18.0,31.0,0.33,0.22,0.17,-1.1850477449673003
2017,STR Binny,Middle,38,25,2,4,4,4,0,9.12,12.5,19.0,0.16,0.16,0.0,-0.44766954974029827
2017,STR Binny,Powerplay,12,12,2,6,2,2,0,6.0,6.0,6.0,0.5,0.17,0.0,1.2372935869476267
2017,Sandeep Sharma,Death,134,69,7,20,20,13,7,11.65,9.86,19.14,0.29,0.29,0.1,-1.398395621328451
2017,Sandeep Sharma,Middle,45,33,1,10,4,2,2,8.18,33.0,45.0,0.3,0.12,0.06,0.006753376622405135
2017,Sandeep Sharma,Powerplay,223,198,9,101,33,28,5,6.76,22.0,24.78,0.51,0.17,0.03,0.9800216152859828
2017,Shakib Al Hasan,Powerplay,34,18,0,7,6,5,1,11.33,,,0.39,0.33,0.06,-0.9084061512446308
2017,Stoinis,Middle,74,52,1,12,7,5,2,8.54,52.0,74.0,0.23,0.13,0.04,-0.22327121220805732
2017,Swapnil Singh,Middle,55,37,1,7,4,0,4,8.92,37.0,55.0,0.19,0.11,0.11,-0.7436485303022192
2017,T Natarajan,Death,16,14,0,7,1,1,0,6.86,,,0.5,0.07,0.0,1.4246880581143584
2017,T Natarajan,Middle,60,37,1,8,7,4,3,9.73,37.0,60.0,0.22,0.19,0.08,-0.8774730003975364
2017,T Natarajan,Powerplay,40,31,1,16,6,4,2,7.74,31.0,40.0,0.52,0.19,0.06,0.619069010314933
2017,TA Boult,Death,112,61,3,21,18,14,4,11.02,20.33,37.33,0.34,0.3,0.07,-0.9861096118500116
2017,TA Boult,Powerplay,72,56,1,31,14,14,0,7.71,56.0,72.0,0.55,0.25,0.0,0.8575923326525954
2017,TG Southee,Death,21,13,1,3,3,3,0,9.69,13.0,21.0,0.23,0.23,0.0,-0.531504708911775
2017,TG Southee,Middle,14,13,1,5,1,1,0,6.46,13.0,14.0,0.38,0.08,0.0,1.038513566612955
2017,TG Southee,Powerplay,62,40,1,19,9,5,4,9.3,40.0,62.0,0.48,0.22,0.1,-0.10294521622782335
2017,TM Head,Middle,65,36,2,3,7,3,4,10.83,18.0,32.5,0.08,0.19,0.11,-1.7177448333391054
2017,TS Mills,Death,53,36,2,14,7,4,3,8.83,18.0,26.5,0.39,0.19,0.08,-0.1298218947450538
2017,TS Mills,Middle,46,30,0,10,7,6,1,9.2,,,0.33,0.23,0.03,-0.2623262049443484
2017,TS Mills,Powerplay,58,45,3,25,7,5,2,7.73,15.0,19.33,0.56,0.16,0.04,0.9700092717197292
2017,Tejas Baroka,Middle,25,15,0,2,2,0,2,10.0,,,0.13,0.13,0.13,-1.312106551637003
2017,Thakur,Death,55,31,3,6,8,6,2,10.65,10.33,18.33,0.19,0.26,0.06,-1.2614966275988038
2017,Thakur,Middle,124,100,4,44,15,12,3,7.44,25.0,31.0,0.44,0.15,0.03,0.6864377999766986
2017,Thakur,Powerplay,140,108,4,49,21,21,0,7.78,27.0,35.0,0.45,0.19,0.0,0.6949637247166007
2017,UT Yadav,Death,72,31,5,12,12,5,7,13.94,6.2,14.4,0.39,0.39,0.23,-2.4778764458435782
2017,UT Yadav,Middle,109,83,4,35,15,11,4,7.88,20.75,27.25,0.42,0.18,0.05,0.33295561537992435
2017,UT Yadav,Powerplay,230,165,6,82,32,26,6,8.36,27.5,38.33,0.5,0.19,0.04,0.5535917313036677
2017,VR Aaron,Death,22,18,1,7,2,1,1,7.33,18.0,22.0,0.39,0.11,0.06,0.49891435531232725
2017,VR Aaron,Middle,81,69,4,37,10,9,1,7.04,17.25,20.25,0.54,0.14,0.01,1.2469474346301108
2017,VR Aaron,Powerplay,67,42,2,19,12,10,2,9.57,21.0,33.5,0.45,0.29,0.05,-0.21323522468234923
2017,Washington Sundar,Middle,53,60,4,25,4,2,2,5.3,15.0,13.25,0.42,0.07,0.03,1.2438743059806066
2017,Washington Sundar,Powerplay,136,122,4,62,19,15,4,6.69,30.5,34.0,0.51,0.16,0.03,1.0251066524431278
2017,YS Chahal,Middle,192,168,11,73,15,7,8,6.86,15.27,17.45,0.43,0.09,0.05,0.8396235905987943
2017,YS Chahal,Powerplay,146,97,2,32,18,9,9,9.03,48.5,73.0,0.33,0.19,0.09,-0.42848372875692864
2017,Yusuf Pathan,Powerplay,19,12,1,5,3,2,1,9.5,12.0,19.0,0.42,0.25,0.08,-0.33743661743752024
2017,Yuvraj Singh,Middle,23,12,1,3,3,1,2,11.5,12.0,23.0,0.25,0.25,0.17,-1.7627388900071406
2017,Z Khan,Death,51,24,2,6,7,2,5,12.75,12.0,25.5,0.25,0.29,0.21,-2.3255083356667337
2017,Z Khan,Middle,117,80,2,18,13,11,2,8.78,40.0,58.5,0.22,0.16,0.02,-0.289324564398415
2017,Z Khan,Powerplay,155,142,6,60,19,18,1,6.55,23.67,25.83,0.42,0.13,0.01,0.9424989180710521
2018,A Dananjaya,Middle,35,19,0,5,4,1,3,11.05,,,0.26,0.21,0.16,-1.4639966955067487
2018,A Mishra,Middle,213,184,9,59,17,10,7,6.95,20.44,23.67,0.32,0.09,0.04,0.49365233129593145
2018,A Mishra,Powerplay,40,30,2,14,6,4,2,8.0,15.0,20.0,0.47,0.2,0.07,0.3120496247236816
2018,AJ Tye,Death,176,114,10,39,21,13,8,9.26,11.4,17.6,0.34,0.18,0.07,-0.2897177375204544
2018,AJ Tye,Middle,136,113,5,30,11,10,1,7.22,22.6,27.2,0.27,0.1,0.01,0.40355789504554407
2018,AJ Tye,Powerplay,117,100,7,53,17,14,3,7.02,14.29,16.71,0.53,0.17,0.03,1.0061896299586208
2018,AS Rajpoot,Death,17,12,2,5,3,3,0,8.5,6.0,8.5,0.42,0.25,0.0,0.2686729084319124
2018,AS Rajpoot,Middle,49,27,2,11,8,6,2,10.89,13.5,24.5,0.41,0.3,0.07,-0.718884293559296
2018,AS Rajpoot,Powerplay,131,107,7,65,22,16,6,7.35,15.29,18.71,0.61,0.21,0.06,0.9337543806736872
2018,Anureet Singh,Middle,42,24,1,4,5,4,1,10.5,24.0,42.0,0.17,0.21,0.04,-1.0306182860999933
2018,Ashwin,Death,46,25,2,4,4,0,4,11.04,12.5,23.0,0.16,0.16,0.16,-1.6463780424840495
2018,Ashwin,Middle,235,187,5,56,22,12,10,7.54,37.4,47.0,0.3,0.12,0.05,0.169491290887131
2018,Ashwin,Powerplay,97,77,2,21,10,8,2,7.56,38.5,48.5,0.27,0.13,0.03,0.13704124059942038
2018,Avesh Khan,Death,13,13,1,6,1,0,1,6.0,13.0,13.0,0.46,0.08,0.08,0.959281068031389
2018,Avesh Khan,Middle,41,25,1,9,5,2,3,9.84,25.0,41.0,0.36,0.2,0.12,-0.657385766420181
2018,Avesh Khan,Powerplay,115,67,2,29,19,10,9,10.3,33.5,57.5,0.43,0.28,0.13,-0.8105606473136102
2018,Axar Patel,Middle,140,103,0,31,15,11,4,8.16,,,0.3,0.15,0.04,0.01964800686954823
2018,Axar Patel,Powerplay,75,49,3,11,9,5,4,9.18,16.33,25.0,0.22,0.18,0.08,-0.7513246092697066
2018,B Laughlin,Death,85,46,3,14,11,7,4,11.09,15.33,28.33,0.3,0.24,0.09,-1.0478131101733565
2018,B Laughlin,Middle,66,51,3,17,8,6,2,7.76,17.0,22.0,0.33,0.16,0.04,0.15905350091883624
2018,B Laughlin,Powerplay,40,25,1,6,6,5,1,9.6,25.0,40.0,0.24,0.24,0.04,-0.7331437315905672
2018,B Stanlake,Middle,56,43,4,20,8,5,3,7.81,10.75,14.0,0.47,0.19,0.07,0.37740050037349837
2018,B Stanlake,Powerplay,63,51,1,30,10,8,2,7.41,51.0,63.0,0.59,0.2,0.04,0.9961143126646402
2018,BA Stokes,Death,74,43,2,16,11,9,2,10.33,21.5,37.0,0.37,0.26,0.05,-0.5221049666537054
2018,BA Stokes,Middle,113,100,3,36,10,9,1,6.78,33.33,37.67,0.36,0.1,0.01,0.7932139608490852
2018,BA Stokes,Powerplay,91,69,3,29,15,15,0,7.91,23.0,30.33,0.42,0.22,0.0,0.46810317513014055
2018,BB Sran,Death,48,27,2,6,6,4,2,10.67,13.5,24.0,0.22,0.22,0.07,-1.0813585203955747
2018,BB Sran,Middle,40,29,0,17,4,1,3,8.28,,,0.59,0.14,0.1,0.720846117988419
2018,BB Sran,Powerplay,93,64,0,28,13,11,2,8.72,,,0.44,0.2,0.03,0.3039523658727708
2018,BCJ Cutting,Death,64,32,0,5,9,6,3,12.0,,,0.16,0.28,0.09,-1.8250902307357726
2018,BCJ Cutting,Middle,95,67,2,22,14,11,3,8.51,33.5,47.5,0.33,0.21,0.04,-0.13392447984246117
2018,Basil Thampi,Death,31,19,3,6,4,2,2,9.79,6.33,10.33,0.32,0.21,0.11,-0.767706185594359
2018,Basil Thampi,Middle,58,31,2,9,8,4,4,11.23,15.5,29.0,0.29,0.26,0.13,-1.3916356194062807
2018,Basil Thampi,Powerplay,26,12,0,3,4,2,2,13.0,,,0.25,0.33,0.17,-2.2821682554568947
2018,Bhuvneshwar Kumar,Death,139,85,6,28,17,9,8,9.81,14.17,23.17,0.33,0.2,0.09,-0.5934749769957116
2018,Bhuvneshwar Kumar,Middle,67,42,0,11,7,3,4,9.57,,,0.26,0.17,0.1,-0.7530775081285759
2018,Bhuvneshwar Kumar,Powerplay,151,159,3,93,22,18,4,5.7,53.0,50.33,0.58,0.14,0.03,1.5040970760041612
2018,Bumrah,Death,163,125,13,50,18,11,7,7.82,9.62,12.54,0.4,0.14,0.06,0.3514109530613705
2018,Bumrah,Middle,90,91,2,32,6,4,2,5.93,45.5,45.0,0.35,0.07,0.02,0.9468614362742416
2018,Bumrah,Powerplay,130,117,2,59,18,16,2,6.67,58.5,65.0,0.5,0.15,0.02,1.081362366828761
2018,C de Grandhomme,Middle,126,91,2,32,13,8,5,8.31,45.5,63.0,0.35,0.14,0.05,0.14811889300321315
2018,CH Morris,Death,30,20,1,8,3,2,1,9.0,20.0,30.0,0.4,0.15,0.05,0.17352035215083117
2018,CH Morris,Middle,50,25,1,6,8,5,3,12.0,25.0,50.0,0.24,0.32,0.12,-1.8417944241658608
2018,CH Morris,Powerplay,33,24,1,15,6,3,3,8.25,24.0,33.0,0.62,0.25,0.12,0.35582541171347076
2018,CJ Anderson,Death,64,25,2,9,11,6,5,15.36,12.5,32.0,0.36,0.44,0.2,-2.8251610283876545
2018,CJ Anderson,Middle,53,31,1,11,8,5,3,10.26,31.0,53.0,0.35,0.26,0.1,-0.8536277704588061
2018,CJ Dala,Middle,17,12,0,5,2,1,1,8.5,,,0.42,0.17,0.08,0.09755175429277084
2018,CJ Jordan,Powerplay,18,12,0,7,2,1,1,9.0,,,0.58,0.17,0.08,0.5737294118273779
2018,CR Brathwaite,Death,41,26,4,13,8,7,1,9.46,6.5,10.25,0.5,0.31,0.04,-0.03133803131619858
2018,CR Brathwaite,Middle,51,31,1,8,7,4,3,9.87,31.0,51.0,0.26,0.23,0.1,-1.003321892578777
2018,CR Woakes,Death,94,48,5,20,15,9,6,11.75,9.6,18.8,0.42,0.31,0.12,-1.13561464660888
2018,CR Woakes,Middle,24,20,1,9,3,3,0,7.2,20.0,24.0,0.45,0.15,0.0,0.9259684695768609
2018,CR Woakes,Powerplay,78,50,2,26,13,8,5,9.36,25.0,39.0,0.52,0.26,0.1,-0.10597666480632406
2018,DJ Bravo,Death,298,155,6,44,36,14,22,11.54,25.83,49.67,0.28,0.23,0.14,-1.433891249410278
2018,DJ Bravo,Middle,236,177,7,60,28,21,7,8.0,25.29,33.71,0.34,0.16,0.04,0.15356048963687316
2018,DJ Hooda,Middle,23,13,0,3,3,2,1,10.62,,,0.23,0.23,0.08,-1.125792495660483
2018,DJ Willey,Death,31,19,1,7,4,2,2,9.79,19.0,31.0,0.37,0.21,0.11,-0.5925128570774623
2018,DJ Willey,Middle,26,18,1,5,4,4,0,8.67,18.0,26.0,0.28,0.22,0.0,-0.1507884551707541
2018,DJ Willey,Powerplay,39,24,0,9,7,6,1,9.75,,,0.38,0.29,0.04,-0.43425120004119794
2018,DJM Short,Middle,23,18,1,8,2,1,1,7.67,18.0,23.0,0.44,0.11,0.06,0.6166878080999888
2018,DS Kulkarni,Middle,27,19,2,9,4,3,1,8.53,9.5,13.5,0.47,0.21,0.05,0.29858575795225734
2018,DS Kulkarni,Powerplay,120,79,1,36,22,18,4,9.11,79.0,120.0,0.46,0.28,0.05,-0.06724754672064351
2018,DT Christian,Middle,54,48,3,16,5,4,1,6.75,16.0,18.0,0.33,0.1,0.02,0.6385109810583018
2018,DT Christian,Powerplay,26,12,0,3,5,4,1,13.0,,,0.25,0.42,0.08,-2.0896569570503605
2018,Deepak Chahar,Middle,24,28,0,14,2,2,0,5.14,,,0.5,0.07,0.0,1.71516507650931
2018,Deepak Chahar,Powerplay,257,220,10,121,36,26,10,7.01,22.0,25.7,0.55,0.16,0.05,1.0019121946685632
2018,Harbhajan Singh,Middle,162,127,5,44,20,13,7,7.65,25.4,32.4,0.35,0.16,0.06,0.13840096633624974
2018,Harbhajan Singh,Powerplay,108,66,2,26,18,12,6,9.82,33.0,54.0,0.39,0.27,0.09,-0.617774888904769
2018,Hardik Pandya,Death,73,43,8,21,11,4,7,10.19,5.38,9.12,0.49,0.26,0.16,-0.6791853653136504
2018,Hardik Pandya,Middle,161,128,6,46,16,11,5,7.55,21.33,26.83,0.36,0.12,0.04,0.432687907536831
2018,Hardik Pandya,Powerplay,157,99,4,44,27,21,6,9.52,24.75,39.25,0.44,0.27,0.06,-0.22795663724475448
2018,Harshal Patel,Death,40,30,3,16,5,3,2,8.0,10.0,13.33,0.53,0.17,0.07,0.6220715130532202
2018,Harshal Patel,Middle,81,49,3,15,10,6,4,9.92,16.33,27.0,0.31,0.2,0.08,-0.6274758847169389
2018,Harshal Patel,Powerplay,48,30,1,9,8,7,1,9.6,30.0,48.0,0.3,0.27,0.03,-0.5680481891757401
2018,Imran Tahir,Death,17,16,0,2,0,0,0,6.38,,,0.12,0.0,0.0,0.40712520161157145
2018,Imran Tahir,Middle,147,98,6,37,18,10,8,9.0,16.33,24.5,0.38,0.18,0.08,-0.1603072002766301
2018,Imran Tahir,Powerplay,29,12,0,3,5,3,2,14.5,,,0.25,0.42,0.17,-2.834860918943069
2018,Ish Sodhi,Middle,114,108,5,38,8,6,2,6.33,21.6,22.8,0.35,0.07,0.02,0.8793086412986716
2018,Ish Sodhi,Powerplay,23,30,0,13,2,2,0,4.6,,,0.43,0.07,0.0,1.5610906898026742
2018,JC Archer,Death,127,91,6,31,15,11,4,8.37,15.17,21.17,0.34,0.16,0.04,0.09107415428447116
2018,JC Archer,Middle,59,46,4,20,7,5,2,7.7,11.5,14.75,0.43,0.15,0.04,0.5528363752353859
2018,JC Archer,Powerplay,112,92,4,52,16,12,4,7.3,23.0,28.0,0.57,0.17,0.04,1.0444038939854254
2018,JD Unadkat,Death,175,89,5,22,25,14,11,11.8,17.8,35.0,0.25,0.28,0.12,-1.6399261688290139
2018,JD Unadkat,Middle,135,111,1,40,16,14,2,7.3,111.0,135.0,0.36,0.14,0.02,0.5176886929313474
2018,JD Unadkat,Powerplay,106,74,1,31,16,13,3,8.59,74.0,106.0,0.42,0.22,0.04,0.13464965445641794
2018,JP Duminy,Powerplay,28,12,0,5,5,2,3,14.0,,,0.42,0.42,0.25,-2.5919901466966646
2018,JPR Scantlebury-Searles,Middle,65,31,2,7,8,2,6,12.58,15.5,32.5,0.23,0.26,0.19,-2.1577789504919864
2018,JPR Scantlebury-Searles,Powerplay,24,14,0,3,3,2,1,10.29,,,0.21,0.21,0.07,-1.0189587328357415
2018,K Gowtham,Middle,106,73,3,19,10,5,5,8.71,24.33,35.33,0.26,0.14,0.07,-0.3440887779103979
