season,striker,phase,runs,balls_faced,lost_wicket,dot_balls,boundaries,fours,sixes,strike_rate,balls_per_dismissal,batting_avg,dot_ball_pct,boundary_pct,six_pct,dismissal_rate,performance_index
2017,DJ Hooda,Death,53,33,1,7,6,3,3,160.61,33.0,53.0,0.21,0.18,9.09,0.03,0.4347877759799288
2017,DJ Hooda,Middle,25,20,2,6,3,2,1,125.0,10.0,12.5,0.3,0.15,5.0,0.1,-0.6351093571861901
2017,DR Smith,Middle,101,62,6,21,16,11,5,162.9,10.33,16.83,0.34,0.26,8.06,0.1,0.5909712465404457
2017,DR Smith,Powerplay,137,94,3,39,24,21,3,145.74,31.33,45.67,0.41,0.26,3.19,0.03,0.7986176777087258
2017,DT Christian,Death,75,50,5,19,9,4,5,150.0,10.0,15.0,0.38,0.18,10.0,0.1,0.19528975380418587
2017,EJG Morgan,Middle,37,32,3,12,5,4,1,115.62,10.67,12.33,0.38,0.16,3.12,0.09,-0.6537102450242784
2017,EJG Morgan,Powerplay,28,30,1,13,3,2,1,93.33,30.0,28.0,0.43,0.1,3.33,0.03,-0.7421768685726935
2017,G Gambhir,Middle,186,147,4,33,19,17,2,126.53,36.75,46.5,0.22,0.13,1.36,0.03,0.17024337014406973
2017,G Gambhir,Powerplay,271,227,9,106,45,42,3,119.38,25.22,30.11,0.47,0.2,1.32,0.04,0.9127809578445236
2017,HM Amla,Death,61,28,1,7,10,6,4,217.86,28.0,61.0,0.25,0.36,14.29,0.04,1.5132784962136965
2017,HM Amla,Middle,169,120,3,33,19,11,8,140.83,40.0,56.33,0.28,0.16,6.67,0.02,1.0344584130329515
2017,HM Amla,Powerplay,190,148,3,61,28,23,5,128.38,49.33,63.33,0.41,0.19,3.38,0.02,1.0601370952198252
2017,Harbhajan Singh,Death,16,16,1,6,1,0,1,100.0,16.0,16.0,0.38,0.06,6.25,0.06,-0.9174724489683671
2017,Hardik Pandya,Death,156,97,5,36,21,8,13,160.82,19.4,31.2,0.37,0.22,13.4,0.05,1.5861242729578273
2017,Hardik Pandya,Middle,90,70,3,29,10,3,7,128.57,23.33,30.0,0.41,0.14,10.0,0.04,0.3802135227566049
2017,IR Jaggi,Middle,27,27,1,12,3,3,0,100.0,27.0,27.0,0.44,0.11,0.0,0.04,-0.8773793126312858
2017,Ishan Kishan,Death,43,21,3,8,7,3,4,204.76,7.0,14.33,0.38,0.33,19.05,0.14,0.8781055130658781
2017,Ishan Kishan,Middle,46,56,3,25,4,3,1,82.14,18.67,15.33,0.45,0.07,1.79,0.05,-1.0252797278323782
2017,Ishan Kishan,Powerplay,140,99,3,45,23,17,6,141.41,33.0,46.67,0.45,0.23,6.06,0.03,1.0135198672182457
2017,JJ Roy,Powerplay,45,34,2,15,8,8,0,132.35,17.0,22.5,0.44,0.24,0.0,0.06,-0.36642586380986414
2017,JP Faulkner,Death,28,22,3,7,2,2,0,127.27,7.33,9.33,0.32,0.09,0.0,0.14,-1.0441152170672356
2017,KA Pollard,Death,100,71,8,26,12,6,6,140.85,8.88,12.5,0.37,0.17,8.45,0.11,0.22180462156075126
2017,KA Pollard,Middle,251,187,4,71,32,17,15,134.22,46.75,62.75,0.38,0.17,8.02,0.02,2.0578164645036283
2017,KA Pollard,Powerplay,19,22,0,11,2,1,1,86.36,,,0.5,0.09,4.55,0.0,-1.1265724629750802
2017,KD Karthik,Death,109,67,3,21,16,12,4,162.69,22.33,36.33,0.31,0.24,5.97,0.04,0.6450578151978394
2017,KD Karthik,Middle,218,170,6,45,20,13,7,128.24,28.33,36.33,0.26,0.12,4.12,0.04,0.5282663431752591
2017,KD Karthik,Powerplay,32,22,0,6,5,5,0,145.45,,,0.27,0.23,0.0,0.0,-0.6892134399488261
2017,KK Nair,Middle,50,56,4,21,3,2,1,89.29,14.0,12.5,0.38,0.05,1.79,0.07,-1.1001880748679163
2017,KK Nair,Powerplay,219,166,8,81,40,35,5,131.93,20.75,27.38,0.49,0.24,3.01,0.05,1.0813961635852722
2017,KM Jadhav,Death,69,43,4,14,10,7,3,160.47,10.75,17.25,0.33,0.23,6.98,0.09,0.16276927478753767
2017,KM Jadhav,Middle,150,106,5,27,17,10,7,141.51,21.2,30.0,0.25,0.16,6.6,0.05,0.5819405577983335
2017,KM Jadhav,Powerplay,48,45,2,23,8,8,0,106.67,22.5,24.0,0.51,0.18,0.0,0.04,-0.5900770668714574
2017,KS Williamson,Death,61,29,1,4,8,7,1,210.34,29.0,61.0,0.14,0.28,3.45,0.03,0.7041303764065037
2017,KS Williamson,Middle,136,87,2,21,15,9,6,156.32,43.5,68.0,0.24,0.17,6.9,0.02,1.002438045009276
2017,KS Williamson,Powerplay,35,28,1,14,4,2,2,125.0,28.0,35.0,0.5,0.14,7.14,0.04,-0.21627116834676796
2017,Karn Sharma,Death,26,15,4,6,5,4,1,173.33,3.75,6.5,0.4,0.33,6.67,0.27,-0.0020212882097538094
2017,Karn Sharma,Middle,23,27,2,13,2,1,1,85.19,13.5,11.5,0.48,0.07,3.7,0.07,-1.0602802835166558
2017,Kohli,Middle,135,108,3,27,12,8,4,125.0,36.0,45.0,0.25,0.11,3.7,0.03,0.1241435276606093
2017,Kohli,Powerplay,158,138,6,61,20,15,5,114.49,23.0,26.33,0.44,0.14,3.62,0.04,0.22118147463607649
2017,Krunal Pandya,Death,55,34,2,14,9,6,3,161.76,17.0,27.5,0.41,0.26,8.82,0.06,0.38202525114679725
2017,Krunal Pandya,Middle,152,126,5,48,18,15,3,120.63,25.2,30.4,0.38,0.14,2.38,0.04,0.04938134840261023
2017,Kuldeep Yadav,Death,16,15,2,6,2,2,0,106.67,7.5,8.0,0.4,0.13,0.0,0.13,-1.0637453153862688
2017,LMP Simmons,Middle,35,22,2,8,5,3,2,159.09,11.0,17.5,0.36,0.23,9.09,0.09,0.00034777914967932855
2017,LMP Simmons,Powerplay,102,94,4,49,13,7,6,108.51,23.5,25.5,0.52,0.14,6.38,0.04,0.14181348050488973
2017,M Vohra,Middle,69,42,1,14,9,5,4,164.29,42.0,69.0,0.33,0.21,9.52,0.02,0.885169372928641
2017,M Vohra,Powerplay,144,121,7,56,21,17,4,119.01,17.29,20.57,0.46,0.17,3.31,0.06,0.178329110158454
2017,MA Agarwal,Powerplay,26,29,3,15,3,3,0,89.66,9.67,8.67,0.52,0.1,0.0,0.1,-1.166105968222189
2017,MC Henriques,Death,69,34,0,2,10,8,2,202.94,,,0.06,0.29,5.88,0.0,0.15981707568209522
2017,MC Henriques,Middle,131,107,5,31,13,11,2,122.43,21.4,26.2,0.29,0.12,1.87,0.05,-0.2721795263277777
2017,MC Henriques,Powerplay,77,64,1,26,9,9,0,120.31,64.0,77.0,0.41,0.14,0.0,0.02,0.053474877036372825
2017,MJ Guptill,Powerplay,124,84,6,36,21,17,4,147.62,14.0,20.67,0.43,0.25,4.76,0.07,0.51938935276907
2017,MK Pandey,Death,92,55,4,15,11,5,6,167.27,13.75,23.0,0.27,0.2,10.91,0.07,0.5718045163086157
2017,MK Pandey,Middle,260,212,4,56,25,19,6,122.64,53.0,65.0,0.26,0.12,2.83,0.02,0.8794824609523719
2017,MK Pandey,Powerplay,44,48,0,19,4,4,0,91.67,,,0.4,0.08,0.0,0.0,-1.2768882499161043
2017,MK Tiwary,Death,169,108,7,34,25,18,7,156.48,15.43,24.14,0.31,0.23,6.48,0.06,0.9533184151010371
2017,MK Tiwary,Middle,122,102,1,30,13,10,3,119.61,102.0,122.0,0.29,0.13,2.94,0.01,1.0055031375574854
2017,MK Tiwary,Powerplay,33,32,1,13,4,3,1,103.12,32.0,33.0,0.41,0.12,3.12,0.03,-0.5730950400964819
2017,MN Samuels,Middle,28,28,3,15,3,1,2,100.0,9.33,9.33,0.54,0.11,7.14,0.11,-0.729768868981176
2017,MS Dhoni,Death,134,84,8,30,17,8,9,159.52,10.5,16.75,0.36,0.2,10.71,0.1,0.8603671790729328
2017,MS Dhoni,Middle,155,171,5,81,14,7,7,90.64,34.2,31.0,0.47,0.08,4.09,0.03,0.040331510002357386
2017,Mandeep Singh,Middle,76,81,5,28,5,3,2,93.83,16.2,15.2,0.35,0.06,2.47,0.06,-0.8717222006325257
2017,Mandeep Singh,Powerplay,112,96,5,53,20,18,2,116.67,19.2,22.4,0.55,0.21,2.08,0.05,0.057746602214254386
2017,Maxwell,Death,22,18,1,7,2,0,2,122.22,18.0,22.0,0.39,0.11,11.11,0.06,-0.39290989768913004
2017,Maxwell,Middle,272,147,6,50,41,17,24,185.03,24.5,45.33,0.34,0.28,16.33,0.04,3.5011495445932455
2017,Maxwell,Powerplay,16,21,3,15,3,3,0,76.19,7.0,5.33,0.71,0.14,0.0,0.14,-1.1789362744668797
2017,Miller,Death,29,19,1,8,4,2,2,152.63,19.0,29.0,0.42,0.21,10.53,0.05,0.08125045420497251
2017,Miller,Middle,48,55,2,25,4,2,2,87.27,27.5,24.0,0.45,0.07,3.64,0.04,-0.7669434748874849
2017,Mohammed Shami,Death,28,19,3,9,5,4,1,147.37,6.33,9.33,0.47,0.26,5.26,0.16,-0.2732592596903572
2017,Mohit Sharma,Death,30,29,5,11,3,3,0,103.45,5.8,6.0,0.38,0.1,0.0,0.17,-1.138211845111861
2017,Mohit Sharma,Middle,21,22,1,10,2,1,1,95.45,22.0,21.0,0.45,0.09,4.55,0.05,-0.8325842352938628
2017,N Rana,Death,32,14,2,4,6,4,2,228.57,7.0,16.0,0.29,0.43,14.29,0.14,0.8971616731486898
2017,N Rana,Middle,175,141,7,54,20,9,11,124.11,20.14,25.0,0.38,0.14,7.8,0.05,0.8322449644077685
2017,N Rana,Powerplay,107,106,2,50,13,10,3,100.94,53.0,53.5,0.47,0.12,2.83,0.02,0.06969980302383927
2017,NM Coulter-Nile,Death,14,13,3,9,2,0,2,107.69,4.33,4.67,0.69,0.15,15.38,0.23,-0.4560399691690563
2017,NV Ojha,Death,24,19,2,4,1,0,1,126.32,9.5,12.0,0.21,0.05,5.26,0.11,-0.9012592136493459
2017,NV Ojha,Middle,39,34,1,13,3,2,1,114.71,34.0,39.0,0.38,0.09,2.94,0.03,-0.5485162551218485
2017,Narine,Powerplay,222,132,11,64,44,34,10,168.18,12.0,20.18,0.48,0.33,7.58,0.08,1.9807191718167185
2017,P Negi,Death,83,56,6,21,10,5,5,148.21,9.33,13.83,0.38,0.18,8.93,0.11,0.17094393880098738
2017,P Negi,Middle,61,58,3,25,7,5,2,105.17,19.33,20.33,0.43,0.12,3.45,0.05,-0.5447265865097599
2017,PA Patel,Middle,51,52,6,21,5,4,1,98.08,8.67,8.5,0.4,0.1,1.92,0.12,-0.9411258446861595
2017,PA Patel,Powerplay,274,211,10,88,42,36,6,129.86,21.1,27.4,0.42,0.2,2.84,0.05,1.115859066492617
2017,R Bhatia,Middle,16,17,1,7,1,0,1,94.12,17.0,16.0,0.41,0.06,5.88,0.06,-0.9538739766642869
2017,RA Jadeja,Death,59,38,1,5,6,4,2,155.26,38.0,59.0,0.13,0.16,5.26,0.03,0.25253344174614717
2017,RA Jadeja,Middle,71,58,2,19,8,7,1,122.41,29.0,35.5,0.33,0.14,1.72,0.03,-0.3413437129287793
2017,RR Pant,Death,41,18,3,8,7,2,5,227.78,6.0,13.67,0.44,0.39,27.78,0.17,1.4306245389138785
2017,RR Pant,Middle,252,152,8,42,35,20,15,165.79,19.0,31.5,0.28,0.23,9.87,0.05,2.086492618030689
2017,RR Pant,Powerplay,73,56,3,25,10,6,4,130.36,18.67,24.33,0.45,0.18,7.14,0.05,0.09092404582654544
2017,RV Uthappa,Middle,247,132,4,33,36,19,17,187.12,33.0,61.75,0.25,0.27,12.88,0.03,2.902930888806446
2017,RV Uthappa,Powerplay,124,93,5,36,19,16,3,133.33,18.6,24.8,0.39,0.2,3.23,0.05,0.2199742867531958
2017,Rabada,Middle,48,55,2,29,6,5,1,87.27,27.5,24.0,0.53,0.11,1.82,0.04,-0.7532887294959091
2017,Rahane,Middle,116,94,6,28,12,9,3,123.4,15.67,19.33,0.3,0.13,3.19,0.06,-0.24257858433031068
2017,Rahane,Powerplay,266,234,9,91,32,26,6,113.68,26.0,29.56,0.39,0.14,2.56,0.04,0.6471219855464906
2017,Rohit Sharma,Death,62,44,2,9,6,3,3,140.91,22.0,31.0,0.2,0.14,6.82,0.05,-0.06986746581743503
2017,Rohit Sharma,Middle,197,149,7,50,26,21,5,132.21,21.29,28.14,0.34,0.17,3.36,0.05,0.5496565455294681
2017,Rohit Sharma,Powerplay,69,72,4,36,8,7,1,95.83,18.0,17.25,0.5,0.11,1.39,0.06,-0.7528101347471452
2017,S Aravind,Death,20,25,2,12,1,1,0,80.0,12.5,10.0,0.48,0.04,0.0,0.08,-1.3791421056751607
2017,S Aravind,Middle,12,15,1,7,1,1,0,80.0,15.0,12.0,0.47,0.07,0.0,0.07,-1.2900929615224648
2017,S Badree,Middle,10,18,2,10,0,0,0,55.56,9.0,5.0,0.56,0.0,0.0,0.11,-1.6615110761904808
2017,SE Marsh,Middle,133,86,5,26,20,16,4,154.65,17.2,26.6,0.3,0.23,4.65,0.06,0.5468443816838512
2017,SE Marsh,Powerplay,131,112,3,50,21,20,1,116.96,37.33,43.67,0.45,0.19,0.89,0.03,0.1901750631861003
2017,SK Raina,Death,48,29,2,8,7,5,2,165.52,14.5,24.0,0.28,0.24,6.9,0.07,0.12257812529210094
2017,SK Raina,Middle,239,167,5,38,28,21,7,143.11,33.4,47.8,0.23,0.17,4.19,0.03,1.071341777749778
2017,SK Raina,Powerplay,154,111,3,34,20,16,4,138.74,37.0,51.33,0.31,0.18,3.6,0.03,0.6383380794950217
2017,SP Jackson,Middle,22,16,0,4,3,3,0,137.5,,,0.25,0.19,0.0,0.0,-0.8676657333702734
2017,SPD Smith,Death,66,38,2,8,8,4,4,173.68,19.0,33.0,0.21,0.21,10.53,0.05,0.4908758746084611
2017,SPD Smith,Middle,242,209,7,62,22,17,5,115.79,29.86,34.57,0.3,0.11,2.39,0.03,0.28345432121244263
2017,SPD Smith,Powerplay,164,153,3,63,20,17,3,107.19,51.0,54.67,0.41,0.13,1.96,0.02,0.30808028011273203
2017,SR Watson,Middle,40,43,4,16,3,2,1,93.02,10.75,10.0,0.37,0.07,2.33,0.09,-1.0553018623660668
2017,SR Watson,Powerplay,23,26,1,15,4,4,0,88.46,26.0,23.0,0.58,0.15,0.0,0.04,-0.8611273111589509
2017,SS Iyer,Death,41,24,1,6,6,4,2,170.83,24.0,41.0,0.25,0.25,8.33,0.04,0.3860249671669109
2017,SS Iyer,Middle,237,162,6,47,32,25,7,146.3,27.0,39.5,0.29,0.2,4.32,0.04,1.1679482602677582
2017,SS Iyer,Powerplay,60,63,4,34,8,7,1,95.24,15.75,15.0,0.54,0.13,1.59,0.06,-0.7336158613813154
2017,SS Tiwary,Middle,26,22,0,8,4,4,0,118.18,,,0.36,0.18,0.0,0.0,-0.9450071754294569
2017,SS Tiwary,Powerplay,26,24,0,13,5,5,0,108.33,,,0.54,0.21,0.0,0.0,-0.8945487169681777
2017,STR Binny,Death,34,19,2,4,4,2,2,178.95,9.5,17.0,0.21,0.21,10.53,0.11,0.050889829000345506
2017,STR Binny,Middle,36,49,2,25,3,2,1,73.47,24.5,18.0,0.51,0.06,2.04,0.04,-1.073824522916989
2017,SW Billings,Middle,23,20,3,6,3,3,0,115.0,6.67,7.67,0.3,0.15,0.0,0.15,-0.9594955106478075
2017,SW Billings,Powerplay,115,87,3,30,17,16,1,132.18,29.0,38.33,0.34,0.2,1.15,0.03,0.10654652255906076
2017,Samson,Death,35,13,1,3,5,1,4,269.23,13.0,35.0,0.23,0.38,30.77,0.08,1.8003390797775918
2017,Samson,Middle,120,91,6,26,11,4,7,131.87,15.17,20.0,0.29,0.12,7.69,0.07,0.1920216064906392
2017,Samson,Powerplay,231,171,7,72,35,27,8,135.09,24.43,33.0,0.42,0.2,4.68,0.04,1.2139881593508868
2017,Shankar,Death,24,20,1,7,3,3,0,120.0,20.0,24.0,0.35,0.15,0.0,0.05,-0.7399186948378396
2017,Shankar,Middle,45,29,0,5,6,6,0,155.17,,,0.17,0.21,0.0,0.0,-0.661338575674884
2017,Sikhar Dhawan,Death,26,14,1,2,3,2,1,185.71,14.0,26.0,0.14,0.21,7.14,0.07,-0.014823758006918675
2017,Sikhar Dhawan,Middle,155,135,6,36,14,13,1,114.81,22.5,25.83,0.27,0.1,0.74,0.04,-0.4345969775949817
2017,Sikhar Dhawan,Powerplay,287,221,5,90,44,37,7,129.86,44.2,57.4,0.41,0.2,3.17,0.02,1.6233209891960376
2017,Suryakumar Yadav,Death,39,29,6,9,5,3,2,134.48,4.83,6.5,0.31,0.17,6.9,0.21,-0.433454276657194
2017,Suryakumar Yadav,Middle,66,60,0,18,6,5,1,110.0,,,0.3,0.1,1.67,0.0,-0.9705932381493871
2017,Swapnil Singh,Middle,10,17,1,8,0,0,0,58.82,17.0,10.0,0.47,0.0,0.0,0.06,-1.5867285554232113
2017,TM Head,Death,53,25,0,5,7,3,4,212.0,,,0.2,0.28,16.0,0.0,0.5397687963289939
2017,TM Head,Middle,82,60,2,10,7,5,2,136.67,30.0,41.0,0.17,0.12,3.33,0.03,-0.16034024609874964
2017,TM Head,Powerplay,16,24,2,14,1,1,0,66.67,12.0,8.0,0.58,0.04,0.0,0.08,-1.4615763812232354
2017,Tripathi,Middle,79,62,4,23,10,6,4,127.42,15.5,19.75,0.37,0.16,6.45,0.06,-0.04059049461426463
2017,Tripathi,Powerplay,304,207,7,87,49,37,12,146.86,29.57,43.43,0.42,0.24,5.8,0.03,2.2209720131828306
2017,UT Yadav,Death,10,13,0,4,0,0,0,76.92,,,0.31,0.0,0.0,0.0,-1.6287704305285533
2017,Vishnu Vinod,Powerplay,10,21,2,14,1,1,0,47.62,10.5,5.0,0.67,0.05,0.0,0.1,-1.5594903175568042
2017,WP Saha,Death,54,35,4,10,6,3,3,154.29,8.75,13.5,0.29,0.17,8.57,0.11,-0.10779860952586905
2017,WP Saha,Middle,103,100,4,37,9,5,4,103.0,25.0,25.75,0.37,0.09,4.0,0.04,-0.32549937361586745
2017,WP Saha,Powerplay,77,59,2,24,13,12,1,130.51,29.5,38.5,0.41,0.22,1.69,0.03,0.04559893339460012
2017,Washington Sundar,Death,9,12,0,6,0,0,0,75.0,,,0.5,0.0,0.0,0.0,-1.637155665278515
2017,YS Chahal,Death,13,24,1,12,0,0,0,54.17,24.0,13.0,0.5,0.0,0.0,0.04,-1.5707094912744368
2017,Yusuf Pathan,Death,29,21,2,6,3,2,1,138.1,10.5,14.5,0.29,0.14,4.76,0.1,-0.5822445783761393
2017,Yusuf Pathan,Middle,83,82,6,37,7,3,4,101.22,13.67,13.83,0.45,0.09,4.88,0.07,-0.5094030160068735
2017,Yusuf Pathan,Powerplay,31,19,0,6,5,4,1,163.16,,,0.32,0.26,5.26,0.0,-0.31727657816943977
2017,Yuvraj Singh,Death,89,49,5,12,15,12,3,181.63,9.8,17.8,0.24,0.31,6.12,0.1,0.5530304072080527
2017,Yuvraj Singh,Middle,149,122,4,52,20,15,5,122.13,30.5,37.25,0.43,0.16,4.1,0.03,0.4439082308233391
2018,AB de Villiers,Death,48,17,1,1,7,2,5,282.35,17.0,48.0,0.06,0.41,29.41,0.06,2.1751056046695885
2018,AB de Villiers,Middle,310,190,7,55,40,18,22,163.16,27.14,44.29,0.29,0.21,11.58,0.04,2.920805054803953
2018,AB de Villiers,Powerplay,122,73,1,26,22,19,3,167.12,73.0,122.0,0.36,0.3,4.11,0.01,1.8720823691737867
2018,AD Hales,Middle,29,29,3,9,2,2,0,100.0,9.67,9.67,0.31,0.07,0.0,0.1,-1.2023154267120422
2018,AD Hales,Powerplay,119,90,3,39,17,11,6,132.22,30.0,39.67,0.43,0.19,6.67,0.03,0.6479839674001342
2018,AJ Finch,Middle,94,69,4,17,9,3,6,136.23,17.25,23.5,0.25,0.13,8.7,0.06,0.1696937409937073
2018,AJ Finch,Powerplay,26,26,3,14,3,2,1,100.0,8.67,8.67,0.54,0.12,3.85,0.12,-0.8888250952877044
2018,AJ Tye,Death,19,31,4,19,1,1,0,61.29,7.75,4.75,0.61,0.03,0.0,0.13,-1.546037186127644
2018,AS Rajpoot,Death,10,13,2,6,1,1,0,76.92,6.5,5.0,0.46,0.08,0.0,0.15,-1.3666970336444386
2018,AT Rayudu,Death,51,34,2,6,7,6,1,150.0,17.0,25.5,0.18,0.21,2.94,0.06,-0.1839598003984604
2018,AT Rayudu,Middle,293,202,7,67,39,21,18,145.05,28.86,41.86,0.33,0.19,8.91,0.03,2.3536994918280287
2018,AT Rayudu,Powerplay,258,174,5,72,41,26,15,148.28,34.8,51.6,0.41,0.24,8.62,0.03,2.4106726542822314
2018,Abhishek Sharma,Death,57,27,0,4,7,2,5,211.11,,,0.15,0.26,18.52,0.0,0.6430229723538338
2018,Ashwin,Death,68,47,6,16,8,4,4,144.68,7.83,11.33,0.34,0.17,8.51,0.13,-0.04315494884934012
2018,Ashwin,Middle,34,27,1,8,4,3,1,125.93,27.0,34.0,0.3,0.15,3.7,0.04,-0.3797295166495492
2018,Axar Patel,Death,12,12,2,6,1,0,1,100.0,6.0,6.0,0.5,0.08,8.33,0.17,-0.9350682916347003
2018,Axar Patel,Middle,68,59,5,16,6,3,3,115.25,11.8,13.6,0.27,0.1,5.08,0.08,-0.529492213065499
2018,BA Stokes,Middle,145,117,7,32,14,10,4,123.93,16.71,20.71,0.27,0.12,3.42,0.06,-0.10387022646576792
2018,BA Stokes,Powerplay,28,27,1,13,3,2,1,103.7,27.0,28.0,0.48,0.11,3.7,0.04,-0.6645557507691612
2018,BB McCullum,Middle,59,39,3,17,10,7,3,151.28,13.0,19.67,0.44,0.26,7.69,0.08,0.2373427916018978
2018,BB McCullum,Powerplay,68,52,3,26,12,9,3,130.77,17.33,22.67,0.5,0.23,5.77,0.06,0.12091874897763305
2018,BCJ Cutting,Death,90,49,4,19,13,5,8,183.67,12.25,22.5,0.39,0.27,16.33,0.08,1.1576723396095536
2018,Bhuvneshwar Kumar,Death,11,15,2,7,1,1,0,73.33,7.5,5.5,0.47,0.07,0.0,0.13,-1.3979315358698667
2018,Buttler,Death,67,48,5,16,7,4,3,139.58,9.6,13.4,0.33,0.15,6.25,0.1,-0.25505627155254496
2018,Buttler,Middle,194,153,4,42,18,14,4,126.8,38.25,48.5,0.27,0.12,2.61,0.03,0.33628304441500684
2018,Buttler,Powerplay,191,118,0,40,33,28,5,161.86,,,0.34,0.28,4.24,0.0,0.8021314028016499
2018,C Munro,Powerplay,63,40,3,18,11,7,4,157.5,13.33,21.0,0.45,0.28,10.0,0.08,0.49675504770757367
2018,C de Grandhomme,Death,96,56,2,18,11,2,9,171.43,28.0,48.0,0.32,0.2,16.07,0.04,1.2742369779805895
2018,C de Grandhomme,Middle,35,31,2,10,3,2,1,112.9,15.5,17.5,0.32,0.1,3.23,0.06,-0.7867510766790226
2018,CA Lynn,Middle,125,114,6,41,13,10,3,109.65,19.0,20.83,0.36,0.11,2.63,0.05,-0.3152684608501077
2018,CA Lynn,Powerplay,283,220,7,111,50,39,11,128.64,31.43,40.43,0.5,0.23,5.0,0.03,2.011587368399191
2018,CH Gayle,Death,20,13,0,3,2,0,2,153.85,,,0.23,0.15,15.38,0.0,-0.3109940653186508
2018,CH Gayle,Middle,84,62,3,22,9,2,7,135.48,20.67,28.0,0.35,0.15,11.29,0.05,0.41651983774847273
2018,CH Gayle,Powerplay,202,147,6,75,35,23,12,137.41,24.5,33.67,0.51,0.24,8.16,0.04,1.7288693468004184
2018,CH Morris,Death,25,14,0,1,2,1,1,178.57,,,0.07,0.14,7.14,0.0,-0.5407587592692749
2018,CJ Anderson,Middle,17,22,3,10,1,0,1,77.27,7.33,5.67,0.45,0.05,4.55,0.14,-1.2127000045407612
2018,CR Brathwaite,Death,69,40,4,16,9,1,8,172.5,10.0,17.25,0.4,0.22,20.0,0.1,0.9290320222227736
2018,CR Brathwaite,Middle,6,14,0,8,0,0,0,42.86,,,0.57,0.0,0.0,0.0,-1.7775210011450622
2018,DJ Bravo,Death,94,51,3,14,13,6,7,184.31,17.0,31.33,0.27,0.25,13.73,0.06,1.0714892742773472
2018,DJ Bravo,Middle,47,42,1,17,5,2,3,111.9,42.0,47.0,0.4,0.12,7.14,0.02,-0.0654120598870932
2018,DJ Hooda,Death,45,42,3,14,3,1,2,107.14,14.0,15.0,0.33,0.07,4.76,0.07,-0.7853365296449647
2018,DJ Hooda,Middle,41,37,1,9,2,1,1,110.81,37.0,41.0,0.24,0.05,2.7,0.03,-0.6633722019795733
2018,DJM Short,Middle,27,21,1,10,4,3,1,128.57,21.0,27.0,0.48,0.19,4.76,0.05,-0.33580511494128273
2018,DJM Short,Powerplay,38,53,4,31,5,5,0,71.7,13.25,9.5,0.58,0.09,0.0,0.08,-1.1988120320331854
2018,DT Christian,Death,19,20,1,7,1,0,1,95.0,20.0,19.0,0.35,0.05,5.0,0.05,-0.9608144282886873
2018,DT Christian,Middle,7,13,0,6,0,0,0,53.85,,,0.46,0.0,0.0,0.0,-1.7295242668210622
2018,Deepak Chahar,Middle,49,27,2,5,5,1,4,181.48,13.5,24.5,0.19,0.19,14.81,0.07,0.41688196652834114
2018,E Lewis,Middle,126,97,5,42,15,4,11,129.9,19.4,25.2,0.43,0.15,11.34,0.05,0.840918133406522
2018,E Lewis,Powerplay,256,192,7,95,41,28,13,133.33,27.43,36.57,0.49,0.21,6.77,0.04,1.890266921192735
2018,F du Plessis,Middle,43,38,2,14,4,2,2,113.16,19.0,21.5,0.37,0.11,5.26,0.05,-0.5507610314162362
2018,F du Plessis,Powerplay,91,82,3,42,14,12,2,110.98,27.33,30.33,0.51,0.17,2.44,0.04,-0.11896049506130553
2018,G Gambhir,Middle,19,18,0,2,1,1,0,105.56,,,0.11,0.06,0.0,0.0,-1.3453831114089978
2018,G Gambhir,Powerplay,66,73,4,37,8,7,1,90.41,18.25,16.5,0.51,0.11,1.37,0.05,-0.7861422711690916
2018,Harbhajan Singh,Middle,16,21,2,12,2,2,0,76.19,10.5,8.0,0.57,0.1,0.0,0.1,-1.2616920248220487
2018,Harbhajan Singh,Powerplay,11,12,0,9,2,1,1,91.67,,,0.75,0.17,8.33,0.0,-0.8209634158871035
2018,Hardik Pandya,Death,114,88,7,34,14,7,7,129.55,12.57,16.29,0.39,0.16,7.95,0.08,0.3168767231051243
2018,Hardik Pandya,Middle,146,117,2,40,17,13,4,124.79,58.5,73.0,0.34,0.15,3.42,0.02,0.6838333842903952
2018,Harshal Patel,Middle,30,22,0,5,3,1,2,136.36,,,0.23,0.14,9.09,0.0,-0.5626130171675287
2018,Ishan Kishan,Middle,215,114,6,34,32,18,14,188.6,19.0,35.83,0.3,0.28,12.28,0.05,2.2531569976576313
2018,Ishan Kishan,Powerplay,60,73,6,43,7,4,3,82.19,12.17,10.0,0.59,0.1,4.11,0.08,-0.7169309493685401
2018,JC Archer,Death,15,16,3,9,2,2,0,93.75,5.33,5.0,0.56,0.12,0.0,0.19,-1.1781083813767705
2018,JD Unadkat,Death,23,23,5,6,2,2,0,100.0,4.6,4.6,0.26,0.09,0.0,0.22,-1.2204874103963874
2018,JD Unadkat,Middle,26,15,0,6,5,4,1,173.33,,,0.4,0.33,6.67,0.0,-0.08072990642056978
2018,JJ Roy,Death,20,13,0,5,3,2,1,153.85,,,0.38,0.23,7.69,0.0,-0.40964225051419056
2018,JJ Roy,Middle,33,22,0,5,3,1,2,150.0,,,0.23,0.14,9.09,0.0,-0.5030429119646754
2018,JJ Roy,Powerplay,67,63,4,34,10,6,4,106.35,15.75,16.75,0.54,0.16,6.35,0.06,-0.17183453519768876
2018,JP Duminy,Death,13,12,0,6,1,0,1,108.33,,,0.5,0.08,8.33,0.0,-0.9713427104048863
